Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                 330",-1.347450772647e-01,-1.889568246903e-01,-8.198220891951e-02,-1.069746157708e-01,1.249620342563e-02
"                 331",-1.346052568191e-01,-1.886054773232e-01,-8.186386022004e-02,-1.067416171032e-01,1.243887844156e-02
"                 332",-1.345594862833e-01,-1.884852270553e-01,-8.188247403972e-02,-1.066027530156e-01,1.236013948793e-02
"                 333",-1.344127215148e-01,-1.884917573876e-01,-8.195530572683e-02,-1.065364516608e-01,1.229057296697e-02
"                 334",-1.342289191234e-01,-1.883443394835e-01,-8.198037583276e-02,-1.063639636507e-01,1.219179390899e-02
"                 335",-1.338136130625e-01,-1.882147584067e-01,-8.204880919892e-02,-1.061659492078e-01,1.205857000442e-02
"                 336",-1.330560264733e-01,-1.882257467078e-01,-8.221978050530e-02,-1.060059662025e-01,1.189309284858e-02
"                 337",-1.323324231532e-01,-1.881342075246e-01,-8.234919189857e-02,-1.057850156260e-01,1.171791186372e-02
"                 338",-1.317003693404e-01,-1.881556569140e-01,-8.252755805471e-02,-1.056280988593e-01,1.155027040230e-02
"                 339",-1.310799562970e-01,-1.883459682019e-01,-8.274211698090e-02,-1.056038512210e-01,1.143086712003e-02
"                 340",-1.306974926346e-01,-1.884728827683e-01,-8.290304345447e-02,-1.055698393138e-01,1.133339792968e-02
"                 341",-1.303927373604e-01,-1.885666653299e-01,-8.301692404757e-02,-1.055497412823e-01,1.126640861735e-02
"                 342",-1.300032508031e-01,-1.886804815203e-01,-8.312055637500e-02,-1.055599251453e-01,1.121968438512e-02
"                 343",-1.297319922276e-01,-1.888133672178e-01,-8.322789216782e-02,-1.055854750500e-01,1.117879144108e-02
"                 344",-1.295010790728e-01,-1.889214443019e-01,-8.330355895545e-02,-1.056178853464e-01,1.115716319548e-02
"                 345",-1.290799437915e-01,-1.890086405740e-01,-8.334979816582e-02,-1.056588424082e-01,1.115452212119e-02
"                 346",-1.288374622981e-01,-1.890644637841e-01,-8.338379212661e-02,-1.056806716574e-01,1.114843976542e-02
"                 347",-1.290433466956e-01,-1.892528812072e-01,-8.341087180868e-02,-1.058420093985e-01,1.121556879490e-02
"                 348",-1.295811347216e-01,-1.895346396843e-01,-8.339045967789e-02,-1.061441800064e-01,1.137686016426e-02
"                 349",-1.300264523608e-01,-1.897587238020e-01,-8.337669698239e-02,-1.063820268196e-01,1.150266491861e-02
"                 350",-1.300774493639e-01,-1.898099723119e-01,-8.334226752715e-02,-1.064677047847e-01,1.156271862880e-02
"                 351",-1.296750901243e-01,-1.897249118840e-01,-8.327191362822e-02,-1.064529982558e-01,1.159054231378e-02
"                 352",-1.295745396882e-01,-1.896219788490e-01,-8.318203350356e-02,-1.064399453455e-01,1.162895592095e-02
"                 353",-1.296072813400e-01,-1.894109215622e-01,-8.298627051400e-02,-1.064246510482e-01,1.171919026710e-02
"                 354",-1.298688249481e-01,-1.891390152535e-01,-8.271896931961e-02,-1.064200459339e-01,1.185053830714e-02
"                 355",-1.301204812566e-01,-1.888714585269e-01,-8.246051840114e-02,-1.064109401257e-01,1.197521086229e-02
"                 356",-1.301514757306e-01,-1.885424778231e-01,-8.221766821169e-02,-1.063248096114e-01,1.205357069984e-02
"                 357",-1.299286853221e-01,-1.881416829078e-01,-8.198798389220e-02,-1.061536990156e-01,1.208285756171e-02
"                 358",-1.295131571265e-01,-1.877533311638e-01,-8.181716473800e-02,-1.059361664258e-01,1.205950084389e-02
"                 359",-1.289263998619e-01,-1.874484542069e-01,-8.171962523720e-02,-1.057288289697e-01,1.200460186627e-02
"                 360",-1.284139228164e-01,-1.872104977113e-01,-8.164826897432e-02,-1.055622287370e-01,1.195697988135e-02
"                 361",-1.279365181613e-01,-1.868412877463e-01,-8.149078562514e-02,-1.053505021211e-01,1.192985824800e-02
"                 362",-1.277317064675e-01,-1.864727910093e-01,-8.130804178815e-02,-1.051647492212e-01,1.192835371650e-02
"                 363",-1.274972053923e-01,-1.860833335016e-01,-8.113572928371e-02,-1.049476042179e-01,1.190593746711e-02
"                 364",-1.272277052187e-01,-1.857688210346e-01,-8.104192546892e-02,-1.047268955656e-01,1.184248504835e-02
"                 365",-1.269010354013e-01,-1.855681319374e-01,-8.102200333528e-02,-1.045461286021e-01,1.176206263342e-02
"                 366",-1.266759117006e-01,-1.853677708063e-01,-8.097352980218e-02,-1.043942410041e-01,1.171035560095e-02
"                 367",-1.264768361145e-01,-1.851861708483e-01,-8.091901136279e-02,-1.042671594855e-01,1.167407406137e-02
"                 368",-1.262850719045e-01,-1.851683108864e-01,-8.098347869129e-02,-1.041848321951e-01,1.160067675191e-02
"                 369",-1.260259642168e-01,-1.852423149790e-01,-8.111955711040e-02,-1.041227578686e-01,1.150160037911e-02
"                 370",-1.258096301627e-01,-1.854498150068e-01,-8.133930453291e-02,-1.041105104739e-01,1.138560297049e-02
"                 371",-1.255074918913e-01,-1.855796369756e-01,-8.151607454992e-02,-1.040635624257e-01,1.127374393789e-02
"                 372",-1.253466490789e-01,-1.855988398575e-01,-8.160317191963e-02,-1.039956679379e-01,1.119624800911e-02
"                 373",-1.251823847241e-01,-1.856404555173e-01,-8.167938540644e-02,-1.039610701109e-01,1.114084235221e-02
"                 374",-1.250020852144e-01,-1.856056461664e-01,-8.169888190280e-02,-1.039067642636e-01,1.110394118038e-02
"                 375",-1.246182349073e-01,-1.853686966537e-01,-8.160652885429e-02,-1.037621677994e-01,1.107781947257e-02
"                 376",-1.242605653773e-01,-1.850994023954e-01,-8.149637653556e-02,-1.036030258598e-01,1.105332466212e-02
"                 377",-1.242522535813e-01,-1.850175939787e-01,-8.144466104584e-02,-1.035729329328e-01,1.106413594350e-02
"                 378",-1.245818715293e-01,-1.850533268935e-01,-8.141568248070e-02,-1.036376444128e-01,1.111098096606e-02
"                 379",-1.247393475827e-01,-1.850180606776e-01,-8.135498188612e-02,-1.036630787915e-01,1.115404845267e-02
"                 380",-1.246637411628e-01,-1.849669546469e-01,-8.130666580364e-02,-1.036602888432e-01,1.117681151979e-02
"                 381",-1.244128985054e-01,-1.849051115916e-01,-8.125648455437e-02,-1.036486270373e-01,1.119607124144e-02
"                 382",-1.243231243035e-01,-1.847842855971e-01,-8.115538538287e-02,-1.036289002142e-01,1.123675741568e-02
"                 383",-1.244214317437e-01,-1.846700005793e-01,-8.103427657143e-02,-1.036357240078e-01,1.130072371820e-02
"                 384",-1.245251258445e-01,-1.844717267216e-01,-8.088007407276e-02,-1.035916526488e-01,1.135578928803e-02
"                 385",-1.244948865631e-01,-1.842591323743e-01,-8.072736939366e-02,-1.035317629807e-01,1.140219679352e-02
"                 386",-1.244195264209e-01,-1.841085442036e-01,-8.060910081815e-02,-1.034994433855e-01,1.144517128366e-02
"                 387",-1.243067083689e-01,-1.838742605758e-01,-8.043314507194e-02,-1.034411155039e-01,1.150398521596e-02
"                 388",-1.243498694949e-01,-1.836685129582e-01,-8.024838013251e-02,-1.034201328256e-01,1.158587634657e-02
"                 389",-1.244406237913e-01,-1.834848096494e-01,-8.006406559410e-02,-1.034207440553e-01,1.167833923059e-02
"                 390",-1.245651151833e-01,-1.833816960862e-01,-7.994167357067e-02,-1.034400225155e-01,1.174917447241e-02
"                 391",-1.242892179049e-01,-1.831748838363e-01,-7.983300626537e-02,-1.033418775709e-01,1.175443565275e-02
"                 392",-1.237664364844e-01,-1.828869939706e-01,-7.973194812104e-02,-1.031550458496e-01,1.171154886428e-02
"                 393",-1.232728419508e-01,-1.826568323523e-01,-7.965540124223e-02,-1.030014311100e-01,1.167301493390e-02
"                 394",-1.229982723773e-01,-1.824144840148e-01,-7.955443290771e-02,-1.028600511070e-01,1.165280909966e-02
"                 395",-1.227902511684e-01,-1.822034452293e-01,-7.946614843578e-02,-1.027372967935e-01,1.163557417885e-02
"                 396",-1.228300627789e-01,-1.819603314079e-01,-7.934556397270e-02,-1.026147674352e-01,1.163460173124e-02
"                 397",-1.229999330950e-01,-1.816436978411e-01,-7.917492923809e-02,-1.024687686030e-01,1.164691968247e-02
"                 398",-1.232732553264e-01,-1.812875662168e-01,-7.899370239291e-02,-1.022938638239e-01,1.165008071548e-02
"                 399",-1.235613550764e-01,-1.809548462640e-01,-7.882042564326e-02,-1.021344206207e-01,1.165699748874e-02
"                 400",-1.238854164551e-01,-1.806485909540e-01,-7.865527527028e-02,-1.019933156838e-01,1.166902020674e-02
"                 401",-1.241141995040e-01,-1.804519422844e-01,-7.855134648074e-02,-1.019005958037e-01,1.167462466146e-02
"                 402",-1.243769474957e-01,-1.803489464273e-01,-7.850515060363e-02,-1.018437958237e-01,1.166932261004e-02
"                 403",-1.245553748190e-01,-1.802513202258e-01,-7.847693850369e-02,-1.017743817221e-01,1.164872160922e-02
"                 404",-1.246811475843e-01,-1.802085787654e-01,-7.849148546569e-02,-1.017170932997e-01,1.161280391702e-02
"                 405",-1.246508895603e-01,-1.801862002728e-01,-7.852879415776e-02,-1.016574061150e-01,1.156430597863e-02
"                 406",-1.247621452393e-01,-1.803481379610e-01,-7.863473016127e-02,-1.017134077997e-01,1.153933881924e-02
"                 407",-1.249648211296e-01,-1.806631916297e-01,-7.880775145146e-02,-1.018554401783e-01,1.152384436340e-02
"                 408",-1.253805040437e-01,-1.810093721632e-01,-7.897150841232e-02,-1.020378637509e-01,1.153317766929e-02
"                 409",-1.257387393748e-01,-1.812630661074e-01,-7.908613427056e-02,-1.021769318369e-01,1.154539878316e-02
"                 410",-1.260511372751e-01,-1.814522458495e-01,-7.918753521316e-02,-1.022647106363e-01,1.153858771159e-02
"                 411",-1.262025315749e-01,-1.818143651464e-01,-7.940711399304e-02,-1.024072511534e-01,1.150006858018e-02
"                 412",-1.263402103781e-01,-1.823327450601e-01,-7.971484365532e-02,-1.026179014047e-01,1.145152887471e-02
"                 413",-1.264980445197e-01,-1.829079030706e-01,-8.003285215414e-02,-1.028750509165e-01,1.142109938117e-02
"                 414",-1.267259545840e-01,-1.832693043364e-01,-8.021207161795e-02,-1.030572327184e-01,1.142258055024e-02
"                 415",-1.269167250634e-01,-1.833902859760e-01,-8.025742185728e-02,-1.031328641187e-01,1.143772113073e-02
"                 416",-1.272242176957e-01,-1.833774085895e-01,-8.021487591035e-02,-1.031625326791e-01,1.147382838439e-02
"                 417",-1.276451856541e-01,-1.833991693723e-01,-8.017428799698e-02,-1.032248813753e-01,1.152529668914e-02
"                 418",-1.283146640560e-01,-1.836468671718e-01,-8.022946636507e-02,-1.034174008068e-01,1.159396722085e-02
"                 419",-1.291494752520e-01,-1.840379667343e-01,-8.032096336694e-02,-1.037170033673e-01,1.169802000020e-02
"                 420",-1.298519063606e-01,-1.843933682286e-01,-8.040144159488e-02,-1.039919266337e-01,1.179524251941e-02
"                 421",-1.303930820366e-01,-1.846268842212e-01,-8.043587369230e-02,-1.041910105289e-01,1.187756841828e-02
"                 422",-1.307685298832e-01,-1.846986229552e-01,-8.042504705445e-02,-1.042735759007e-01,1.192426442314e-02
"                 423",-1.310379870881e-01,-1.846946436960e-01,-8.038927161664e-02,-1.043053720794e-01,1.195805023138e-02
"                 424",-1.313496974775e-01,-1.847029475204e-01,-8.035609678628e-02,-1.043468507342e-01,1.199537697394e-02
"                 425",-1.317985890428e-01,-1.847384606412e-01,-8.029806702234e-02,-1.044403936188e-01,1.207116329825e-02
"                 426",-1.322097704776e-01,-1.847852583921e-01,-8.024224374545e-02,-1.045430146467e-01,1.215038545061e-02
"                 427",-1.323428873940e-01,-1.847515128803e-01,-8.016069960867e-02,-1.045908132716e-01,1.221505683148e-02
"                 428",-1.322977146923e-01,-1.846290507224e-01,-8.005625495435e-02,-1.045727957680e-01,1.225827040685e-02
"                 429",-1.321239838574e-01,-1.845452278721e-01,-7.998834301822e-02,-1.045568848539e-01,1.228427091783e-02
"                 430",-1.322571705399e-01,-1.845966293805e-01,-7.996549550681e-02,-1.046311338737e-01,1.233281918346e-02
"                 431",-1.325479209889e-01,-1.847145504333e-01,-7.996579989844e-02,-1.047487505348e-01,1.239147531819e-02
"                 432",-1.328596114140e-01,-1.848485044982e-01,-7.999800896366e-02,-1.048504955345e-01,1.242624328543e-02
"                 433",-1.328823085455e-01,-1.850193859669e-01,-8.010491646455e-02,-1.049144695024e-01,1.240477651891e-02
"                 434",-1.327637899017e-01,-1.851468108342e-01,-8.022750115148e-02,-1.049193096827e-01,1.234590426560e-02
"                 435",-1.327274370472e-01,-1.853136644154e-01,-8.035081776138e-02,-1.049628466540e-01,1.230601444630e-02
"                 436",-1.330997378260e-01,-1.855911272534e-01,-8.048479994678e-02,-1.051063273066e-01,1.231076367991e-02
"                 437",-1.335948309143e-01,-1.858458923872e-01,-8.059667186160e-02,-1.052492205256e-01,1.232627433200e-02
"                 438",-1.339424467404e-01,-1.859195857614e-01,-8.065034856745e-02,-1.052692371940e-01,1.230944431326e-02
"                 439",-1.341823455663e-01,-1.857972028370e-01,-8.060634643022e-02,-1.051908564068e-01,1.229225498827e-02
"                 440",-1.344286574281e-01,-1.856969812137e-01,-8.059722337568e-02,-1.050997578380e-01,1.225126723118e-02
"                 441",-1.346462387411e-01,-1.857177920758e-01,-8.065636418154e-02,-1.050614278942e-01,1.220253185634e-02
"                 442",-1.351515485124e-01,-1.858310525679e-01,-8.071720832015e-02,-1.051138442477e-01,1.219831796379e-02
"                 443",-1.357745781919e-01,-1.860014802967e-01,-8.078964170832e-02,-1.052118385884e-01,1.221109844003e-02
"                 444",-1.364284096064e-01,-1.861692023246e-01,-8.087380325402e-02,-1.052953990706e-01,1.221079790829e-02
"                 445",-1.367883478352e-01,-1.862658508153e-01,-8.096034060345e-02,-1.053055102118e-01,1.217258480418e-02
"                 446",-1.368866305086e-01,-1.862304748011e-01,-8.100788206520e-02,-1.052225927359e-01,1.210735533535e-02
"                 447",-1.368459398661e-01,-1.861550358602e-01,-8.103327831874e-02,-1.051217575415e-01,1.204423961136e-02
"                 448",-1.368420205959e-01,-1.860431830373e-01,-8.103001720704e-02,-1.050131658303e-01,1.199157431162e-02
"                 449",-1.366514819739e-01,-1.859056911529e-01,-8.102363274359e-02,-1.048820584093e-01,1.192921283287e-02
"                 450",-1.365156969910e-01,-1.856748254535e-01,-8.095749616165e-02,-1.047173292918e-01,1.187991656508e-02
"                 451",-1.365377312403e-01,-1.853157869028e-01,-8.077807361107e-02,-1.045377132917e-01,1.187981984031e-02
"                 452",-1.366792090731e-01,-1.849567809764e-01,-8.056537492438e-02,-1.043914060520e-01,1.191301556382e-02
"                 453",-1.368984122093e-01,-1.846623637332e-01,-8.034961765612e-02,-1.043127460770e-01,1.198156421046e-02
"                 454",-1.371056912664e-01,-1.844211948598e-01,-8.015261795683e-02,-1.042685769030e-01,1.205797947307e-02
"                 455",-1.373720416145e-01,-1.841724117593e-01,-7.992194021582e-02,-1.042504715435e-01,1.216426566384e-02
"                 456",-1.375604589994e-01,-1.839309137580e-01,-7.970707226435e-02,-1.042238414936e-01,1.225838461465e-02
"                 457",-1.375405013830e-01,-1.837974195283e-01,-7.957671101834e-02,-1.042207085099e-01,1.232199874580e-02
"                 458",-1.374927242012e-01,-1.836986393908e-01,-7.946179191417e-02,-1.042368474766e-01,1.238752778123e-02
"                 459",-1.370956028066e-01,-1.836669637067e-01,-7.941416111735e-02,-1.042528025893e-01,1.241932073599e-02
"                 460",-1.365686624242e-01,-1.837479636393e-01,-7.946116631497e-02,-1.042867973243e-01,1.241281550468e-02
"                 461",-1.361532998292e-01,-1.840781783766e-01,-7.964523962489e-02,-1.044329387517e-01,1.239384956343e-02
"                 462",-1.358744740425e-01,-1.844558260783e-01,-7.986095975507e-02,-1.045948663232e-01,1.236695328406e-02
"                 463",-1.358298773165e-01,-1.848719481430e-01,-8.007606258920e-02,-1.047958855538e-01,1.235991148231e-02
"                 464",-1.359933319193e-01,-1.853716023072e-01,-8.033756273432e-02,-1.050340395729e-01,1.234823841930e-02
"                 465",-1.361236131044e-01,-1.859089952771e-01,-8.062648632151e-02,-1.052825089556e-01,1.232801131704e-02
"                 466",-1.357923590077e-01,-1.863715027374e-01,-8.095275021274e-02,-1.054187525246e-01,1.223300115594e-02
"                 467",-1.352437712855e-01,-1.868360646258e-01,-8.130744573139e-02,-1.055286188944e-01,1.211058658150e-02
"                 468",-1.347652157221e-01,-1.872991593243e-01,-8.166250237236e-02,-1.056366569519e-01,1.198707728979e-02
"                 469",-1.345403137425e-01,-1.877999967825e-01,-8.197800407094e-02,-1.058219927116e-01,1.192199432031e-02
"                 470",-1.349979164304e-01,-1.882496689564e-01,-8.214786051369e-02,-1.061018084427e-01,1.197697396452e-02
"                 471",-1.355196521749e-01,-1.885724329696e-01,-8.224737728560e-02,-1.063250556840e-01,1.203883919920e-02
"                 472",-1.359263824343e-01,-1.886665966057e-01,-8.224556943832e-02,-1.064210271674e-01,1.208772886452e-02
"                 473",-1.360553335588e-01,-1.885307511889e-01,-8.214573121200e-02,-1.063850199769e-01,1.211964438247e-02
"                 474",-1.362110924660e-01,-1.883826676995e-01,-8.204965435779e-02,-1.063330133417e-01,1.214167949195e-02
"                 475",-1.365609947022e-01,-1.885114725080e-01,-8.207267314366e-02,-1.064387993643e-01,1.218306311034e-02
"                 476",-1.373706339019e-01,-1.886633848653e-01,-8.202949612488e-02,-1.066338887404e-01,1.230219630777e-02
"                 477",-1.379709205289e-01,-1.886790038131e-01,-8.193847133014e-02,-1.067405324829e-01,1.240103057638e-02
"                 478",-1.381413236165e-01,-1.884162367782e-01,-8.176854593070e-02,-1.066476908475e-01,1.243957245842e-02
"                 479",-1.379666222818e-01,-1.880712730428e-01,-8.161544916994e-02,-1.064558238728e-01,1.242018735144e-02
"                 480",-1.380796714622e-01,-1.879624934077e-01,-8.157082367770e-02,-1.063916697300e-01,1.241042302617e-02
"                 481",-1.382007381649e-01,-1.881094170688e-01,-8.167198435286e-02,-1.064374327159e-01,1.238272418154e-02
"                 482",-1.380376251100e-01,-1.881775884936e-01,-8.178205063839e-02,-1.063955378552e-01,1.230674360841e-02
"                 483",-1.375425347335e-01,-1.879013448124e-01,-8.172179329129e-02,-1.061795515211e-01,1.222887911489e-02
"                 484",-1.371418628253e-01,-1.874046267676e-01,-8.151113724818e-02,-1.058934895195e-01,1.219117613564e-02
"                 485",-1.371338014259e-01,-1.870670315767e-01,-8.131165007513e-02,-1.057553815015e-01,1.222186571321e-02
"                 486",-1.373721833075e-01,-1.869798410037e-01,-8.122350556287e-02,-1.057563354408e-01,1.226641493898e-02
"                 487",-1.373275968899e-01,-1.868454081035e-01,-8.115159309663e-02,-1.056938150069e-01,1.227111095513e-02
"                 488",-1.371046170909e-01,-1.865245466957e-01,-8.100671007069e-02,-1.055178366250e-01,1.225556327717e-02
"                 489",-1.367313912083e-01,-1.860053504110e-01,-8.074962468585e-02,-1.052557257252e-01,1.225305051966e-02
"                 490",-1.364160989846e-01,-1.855744171272e-01,-8.052232405373e-02,-1.050520930735e-01,1.226488450987e-02
"                 491",-1.359131177490e-01,-1.852407397409e-01,-8.036921608387e-02,-1.048715236571e-01,1.225115378660e-02
"                 492",-1.354621003065e-01,-1.850426857301e-01,-8.028300138833e-02,-1.047596843418e-01,1.223834147673e-02
"                 493",-1.350270618378e-01,-1.849516463054e-01,-8.024442347830e-02,-1.047072228271e-01,1.223139967442e-02
"                 494",-1.345641471923e-01,-1.848537815256e-01,-8.022159772428e-02,-1.046321838013e-01,1.220529303852e-02
"                 495",-1.339959159121e-01,-1.846775415782e-01,-8.015757314356e-02,-1.045199684347e-01,1.218119764556e-02
"                 496",-1.331927629013e-01,-1.843231062149e-01,-8.003019046254e-02,-1.042929157524e-01,1.213136264491e-02
"                 497",-1.324227513408e-01,-1.841204881490e-01,-7.997403814207e-02,-1.041464500069e-01,1.208620593244e-02
"                 498",-1.316243418574e-01,-1.841384004600e-01,-8.005475783216e-02,-1.040836426278e-01,1.201444239784e-02
"                 499",-1.308716987320e-01,-1.843471842662e-01,-8.022485998021e-02,-1.041223242860e-01,1.194873215289e-02
"                 500",-1.303720860130e-01,-1.845966496430e-01,-8.038523357450e-02,-1.042114160685e-01,1.191309124701e-02
"                 501",-1.299386421424e-01,-1.847641085956e-01,-8.049052149264e-02,-1.042735871029e-01,1.189153280515e-02
"                 502",-1.295078512872e-01,-1.849823100078e-01,-8.064454433390e-02,-1.043377656739e-01,1.184661066999e-02
"                 503",-1.289535552611e-01,-1.851624130139e-01,-8.079721770288e-02,-1.043651953110e-01,1.178398880408e-02
"                 504",-1.284550569013e-01,-1.855052953401e-01,-8.105373818001e-02,-1.044515571601e-01,1.169890949003e-02
"                 505",-1.280852153125e-01,-1.859494568688e-01,-8.135029163000e-02,-1.045991652388e-01,1.162443680438e-02
"                 506",-1.278425831219e-01,-1.864074632476e-01,-8.164284038395e-02,-1.047646228636e-01,1.156089123984e-02
"                 507",-1.276159022057e-01,-1.867919314589e-01,-8.188640228324e-02,-1.049055291756e-01,1.150956344619e-02
"                 508",-1.274258305366e-01,-1.870927452708e-01,-8.208944961242e-02,-1.050032956584e-01,1.145692302297e-02
"                 509",-1.272004702308e-01,-1.873483408793e-01,-8.228027291323e-02,-1.050680679660e-01,1.139389752641e-02
"                 510",-1.270946611743e-01,-1.876930507505e-01,-8.251503180497e-02,-1.051780189455e-01,1.133149357026e-02
"                 511",-1.270852194953e-01,-1.880794033238e-01,-8.274812778409e-02,-1.053312755397e-01,1.129157387781e-02
"                 512",-1.271260764503e-01,-1.883405345078e-01,-8.290476368952e-02,-1.054357708183e-01,1.126550356438e-02
"                 513",-1.272826636973e-01,-1.884705753835e-01,-8.294865517440e-02,-1.055219202091e-01,1.128663251737e-02
"                 514",-1.273809870494e-01,-1.884836030329e-01,-8.294721866374e-02,-1.055363843692e-01,1.129458285272e-02
"                 515",-1.274859376089e-01,-1.884374340930e-01,-8.290587749512e-02,-1.055315565979e-01,1.131283955138e-02
"                 516",-1.275970398645e-01,-1.882493412796e-01,-8.278633249188e-02,-1.054630087877e-01,1.133833814792e-02
"                 517",-1.275472342036e-01,-1.879708181003e-01,-8.263028441863e-02,-1.053405336816e-01,1.135512463150e-02
"                 518",-1.274782879734e-01,-1.877322186991e-01,-8.251646218524e-02,-1.052157565138e-01,1.134964716430e-02
"                 519",-1.274760376853e-01,-1.875368919007e-01,-8.241375439381e-02,-1.051231375068e-01,1.135469155652e-02
"                 520",-1.275895422786e-01,-1.872681711228e-01,-8.226165956090e-02,-1.050065115619e-01,1.137242600053e-02
"                 521",-1.276527770567e-01,-1.868942418810e-01,-8.203921174245e-02,-1.048550301385e-01,1.140790919802e-02
"                 522",-1.275578738001e-01,-1.864392289703e-01,-8.179328916647e-02,-1.046459398038e-01,1.142632531869e-02
"                 523",-1.272812190669e-01,-1.859926848710e-01,-8.155848099361e-02,-1.044342038774e-01,1.143786144187e-02
"                 524",-1.269513906757e-01,-1.855950511820e-01,-8.135566101223e-02,-1.042393901697e-01,1.144186457875e-02
"                 525",-1.264711876377e-01,-1.850927714360e-01,-8.110044937685e-02,-1.039923220591e-01,1.144593634114e-02
"                 526",-1.259848203734e-01,-1.845553256492e-01,-8.083399082290e-02,-1.037213348263e-01,1.144367200169e-02
"                 527",-1.253715806379e-01,-1.840143858729e-01,-8.058886317553e-02,-1.034255226974e-01,1.141832976094e-02
"                 528",-1.248483712642e-01,-1.835112030719e-01,-8.035465504864e-02,-1.031565480233e-01,1.140094648733e-02
"                 529",-1.243480519681e-01,-1.831331873961e-01,-8.016457696284e-02,-1.029686104332e-01,1.140201673520e-02
"                 530",-1.238313785648e-01,-1.828009854237e-01,-8.000455280314e-02,-1.027964326205e-01,1.139593990869e-02
"                 531",-1.230055225873e-01,-1.824786606041e-01,-7.988642819612e-02,-1.025922324079e-01,1.135290210591e-02
"                 532",-1.221712697092e-01,-1.822552479004e-01,-7.982221694765e-02,-1.024330309527e-01,1.130540700253e-02
"                 533",-1.215468711331e-01,-1.822272956030e-01,-7.981822609528e-02,-1.024090695077e-01,1.129542170621e-02
"                 534",-1.212805327632e-01,-1.823587330699e-01,-7.985377558272e-02,-1.025049574872e-01,1.132559095223e-02
"                 535",-1.210010545181e-01,-1.825310668120e-01,-7.990388438493e-02,-1.026271824271e-01,1.136164902108e-02
"                 536",-1.207032185294e-01,-1.826509375925e-01,-7.992658580395e-02,-1.027243517885e-01,1.139888299229e-02
"                 537",-1.203093177222e-01,-1.827672204912e-01,-7.995857430691e-02,-1.028086461842e-01,1.142503593867e-02
"                 538",-1.199437096418e-01,-1.828362504152e-01,-7.997438436275e-02,-1.028618660524e-01,1.144374084485e-02
"                 539",-1.196894924030e-01,-1.829381442271e-01,-7.998859212663e-02,-1.029495521004e-01,1.148047998690e-02
"                 540",-1.196115540236e-01,-1.831601703525e-01,-8.005936152331e-02,-1.031008088292e-01,1.152072365293e-02
"                 541",-1.194341770055e-01,-1.833881010266e-01,-8.014310355198e-02,-1.032449974746e-01,1.155094696130e-02
"                 542",-1.190049355131e-01,-1.835507946689e-01,-8.024032398339e-02,-1.033104706855e-01,1.153507335108e-02
"                 543",-1.183692528573e-01,-1.835473521832e-01,-8.027624707428e-02,-1.032711051089e-01,1.149742901731e-02
"                 544",-1.176929120494e-01,-1.835050162366e-01,-8.031861426890e-02,-1.031864019677e-01,1.143389384941e-02
"                 545",-1.171959043106e-01,-1.834050642987e-01,-8.029905660205e-02,-1.031060076967e-01,1.140347554730e-02
"                 546",-1.170214037888e-01,-1.834108128359e-01,-8.030767671189e-02,-1.031031361240e-01,1.139772970604e-02
"                 547",-1.169328473678e-01,-1.835005956544e-01,-8.034394629828e-02,-1.031566493562e-01,1.140635152894e-02
"                 548",-1.167322206995e-01,-1.835913975644e-01,-8.040791663740e-02,-1.031834809270e-01,1.138778214479e-02
"                 549",-1.163968975328e-01,-1.836333101359e-01,-8.046783321597e-02,-1.031654769199e-01,1.134882185196e-02
"                 550",-1.160463911402e-01,-1.836457423939e-01,-8.052902285393e-02,-1.031167195400e-01,1.129384834301e-02
"                 551",-1.156470622658e-01,-1.836212517653e-01,-8.057823365587e-02,-1.030430181094e-01,1.123239222676e-02
"                 552",-1.152629720658e-01,-1.835937415516e-01,-8.063640159421e-02,-1.029573399573e-01,1.116046918156e-02
"                 553",-1.150151394684e-01,-1.836236490784e-01,-8.069633240611e-02,-1.029273166723e-01,1.111549213309e-02
"                 554",-1.147862819510e-01,-1.837037389802e-01,-8.078650720934e-02,-1.029172317709e-01,1.106536228078e-02
"                 555",-1.145238936985e-01,-1.837896761517e-01,-8.087420566433e-02,-1.029154704874e-01,1.102063241153e-02
"                 556",-1.143105265879e-01,-1.839566322529e-01,-8.101567869667e-02,-1.029409535562e-01,1.096263742977e-02
"                 557",-1.141334559864e-01,-1.840790340463e-01,-8.112074949377e-02,-1.029582845526e-01,1.091876752940e-02
"                 558",-1.140951929463e-01,-1.842532776119e-01,-8.124207598948e-02,-1.030112016224e-01,1.088456281648e-02
"                 559",-1.140191290252e-01,-1.844602836875e-01,-8.137501511813e-02,-1.030852685694e-01,1.085512672562e-02
"                 560",-1.138912765095e-01,-1.846009790110e-01,-8.147798544472e-02,-1.031229935663e-01,1.082250406079e-02
"                 561",-1.136572485312e-01,-1.846896011865e-01,-8.155657118927e-02,-1.031330299972e-01,1.078822940396e-02
"                 562",-1.134223815564e-01,-1.848509673650e-01,-8.168070700839e-02,-1.031702603566e-01,1.074477667411e-02
"                 563",-1.133458451712e-01,-1.851536345688e-01,-8.184467242774e-02,-1.033089621411e-01,1.073214485667e-02
"                 564",-1.135296978221e-01,-1.855526390420e-01,-8.202521458839e-02,-1.035274244536e-01,1.075110493261e-02
